victim_set,victim_line_count,probe_set,count,sum_probe_time
0,1,50,1813,54962
0,1,51,1813,54896
0,1,52,1813,54916
0,1,53,1813,54965
0,1,54,1813,54873
0,1,55,1813,54892
0,1,56,1813,54888
0,1,57,1813,54984
0,1,58,1813,55148
0,1,59,1813,54863
0,1,60,1813,54922
0,1,61,1813,55109
0,1,62,1813,54851
0,1,63,1813,107452
0,2,0,1832,109999
0,2,1,1832,109998
0,2,2,1832,89494
0,2,3,1832,109705
0,2,4,1832,55566
0,2,5,1832,55551
0,2,6,1832,55647
0,2,7,1832,88876
0,2,8,1832,100721
0,2,9,1832,73139
0,2,10,1832,61971
0,2,11,1832,55534
0,2,12,1832,55576
0,2,13,1832,55571
0,2,14,1832,55580
0,2,15,1832,55617
0,2,16,1832,54589
0,2,17,1832,55580
0,2,18,1832,109710
0,2,19,1832,118734
0,2,20,1832,109957
0,2,21,1832,109982
0,2,22,1832,97714
0,2,23,1832,55594
0,2,24,1832,55507
0,2,25,1832,55526
0,2,26,1832,55559
0,2,27,1832,55601
0,2,28,1832,55513
0,2,29,1832,109959
0,2,30,1832,77370
0,2,31,1832,55599
0,2,32,1832,55519
0,2,33,1832,55596
0,2,34,1832,55447
0,2,35,1832,55614
0,2,36,1832,110184
0,2,37,1832,111323
0,2,38,1832,109599
0,2,39,1832,110752
0,2,40,1832,110579
0,2,41,1832,110265
0,2,42,1832,110723
0,2,43,1832,110873
0,2,44,1832,111017
0,2,45,1832,55584
0,2,46,1832,102789
0,2,47,1832,55741
0,2,48,1832,55534
0,2,49,1832,55668
0,2,50,1832,55502
0,2,51,1832,55412
0,2,52,1832,55532
0,2,53,1832,55559
0,2,54,1832,55617
0,2,55,1832,55699
0,2,56,1832,55503
0,2,57,1832,55546
0,2,58,1832,55723
0,2,59,1832,55578
0,2,60,1832,55469
0,2,61,1832,55549
0,2,62,1832,55718
0,2,63,1832,109709
0,3,0,1757,105648
0,3,1,1757,105586
0,3,2,1757,84384
0,3,3,1757,105323
0,3,4,1757,53086
0,3,5,1757,53503
0,3,6,1757,53113
0,3,7,1757,85517
0,3,8,1757,96176
0,3,9,1757,68886
0,3,10,1757,60239
0,3,11,1757,53084
0,3,12,1757,53350
0,3,13,1757,53102
0,3,14,1757,53347
0,3,15,1757,53219
0,3,16,1757,52284
0,3,17,1757,53234
0,3,18,1757,105662
0,3,19,1757,113925
0,3,20,1757,105441
0,3,21,1757,105632
0,3,22,1757,93683
0,3,23,1757,53374
0,3,24,1757,53377
0,3,25,1757,53185
0,3,26,1757,53360
0,3,27,1757,53335
0,3,28,1757,53054
0,3,29,1757,105316
0,3,30,1757,73467
0,3,31,1757,53259
0,3,32,1757,53425
0,3,33,1757,53142
0,3,34,1757,52998
0,3,35,1757,53338
0,3,36,1757,53328
0,3,37,1757,53230
0,3,38,1757,53445
0,3,39,1757,53312
0,3,40,1757,53367
0,3,41,1757,53277
0,3,42,1757,53321
0,3,43,1757,53197
0,3,44,1757,105786
0,3,45,1757,106484
0,3,46,1757,104971
0,3,47,1757,106686
0,3,48,1757,105781
0,3,49,1757,106117
0,3,50,1757,106137
0,3,51,1757,52994
0,3,52,1757,106078
0,3,53,1757,53471
0,3,54,1757,98369
0,3,55,1757,53224
0,3,56,1757,53367
0,3,57,1757,53426
0,3,58,1757,53062
0,3,59,1757,53188
0,3,60,1757,53688
0,3,61,1757,53371
0,3,62,1757,53407
0,3,63,1757,104718
0,4,0,1752,105226
0,4,1,1752,105147
0,4,2,1752,84512
0,4,3,1752,104554
0,4,4,1752,53133
0,4,5,1752,53051
0,4,6,1752,53092
0,4,7,1752,84982
0,4,8,1752,95775
0,4,9,1752,68942
0,4,10,1752,60019
0,4,11,1752,53129
0,4,12,1752,53172
0,4,13,1752,53042
0,4,14,1752,53171
0,4,15,1752,53187
0,4,16,1752,52206
0,4,17,1752,53139
0,4,18,1752,105165
0,4,19,1752,113428
0,4,20,1752,104944
0,4,21,1752,105183
0,4,22,1752,94353
0,4,23,1752,53221
0,4,24,1752,53243
0,4,25,1752,53089
0,4,26,1752,53124
0,4,27,1752,53222
0,4,28,1752,53058
0,4,29,1752,105115
0,4,30,1752,73127
0,4,31,1752,53179
0,4,32,1752,53254
0,4,33,1752,53109
0,4,34,1752,53063
0,4,35,1752,53167
0,4,36,1752,53232
0,4,37,1752,53157
0,4,38,1752,53206
0,4,39,1752,53323
0,4,40,1752,53229
0,4,41,1752,53119
0,4,42,1752,53292
0,4,43,1752,53058
0,4,44,1752,53111
0,4,45,1752,53167
0,4,46,1752,53221
0,4,47,1752,53236
0,4,48,1752,53176
0,4,49,1752,53206
0,4,50,1752,53052
0,4,51,1752,53365
0,4,52,1752,105680
0,4,53,1752,105505
0,4,54,1752,104710
0,4,55,1752,106054
0,4,56,1752,105786
0,4,57,1752,106256
0,4,58,1752,105963
0,4,59,1752,105868
0,4,60,1752,105355
0,4,61,1752,53011
0,4,62,1752,57549
0,4,63,1752,104761
0,5,0,1753,105313
0,5,1,1753,105241
0,5,2,1753,105234
0,5,3,1753,105291
0,5,4,1753,53065
0,5,5,1753,53177
0,5,6,1753,53114
0,5,7,1753,85854
0,5,8,1753,95532
0,5,9,1753,68197
0,5,10,1753,60111
0,5,11,1753,53142
0,5,12,1753,53214
0,5,13,1753,52971
0,5,14,1753,53239
0,5,15,1753,53125
0,5,16,1753,52252
0,5,17,1753,53175
0,5,18,1753,105104
0,5,19,1753,113554
0,5,20,1753,105103
