victim_set,victim_line_count,probe_set,count,sum_probe_time
19,7,45,3431,206909
19,7,46,3429,210282
19,7,47,3428,205958
19,7,48,3431,206812
19,7,49,3430,209356
19,7,50,3430,207501
19,7,51,3427,207298
19,7,52,3431,209253
19,7,53,3429,210586
19,7,54,3428,207158
19,7,55,3431,208092
19,7,56,3431,206388
19,7,57,3431,207490
19,7,58,3430,206299
19,7,59,3428,206200
19,7,60,3430,206920
19,7,61,3429,207973
19,7,62,3431,205365
19,7,63,3431,205355
19,8,0,3466,208065
19,8,1,3464,209686
19,8,2,3466,207743
19,8,3,3466,208369
19,8,4,3465,208853
19,8,5,3465,210475
19,8,6,3465,208754
19,8,7,3464,208853
19,8,8,3459,210298
19,8,9,3465,211147
19,8,10,3466,211952
19,8,11,3465,211254
19,8,12,3463,211954
19,8,13,3465,211409
19,8,14,3464,208364
19,8,15,3464,210781
19,8,16,3464,210297
19,8,17,3464,210761
19,8,18,3464,214156
19,8,19,3466,208481
19,8,20,3463,210130
19,8,21,3465,209705
19,8,22,3464,208073
19,8,23,3463,209609
19,8,24,3462,210929
19,8,25,3463,211840
19,8,26,3465,209245
19,8,27,3466,208527
19,8,28,3466,209233
19,8,29,3466,210304
19,8,30,3464,209173
19,8,31,3464,211644
19,8,32,3463,211822
19,8,33,3466,210197
19,8,34,3462,211398
19,8,35,3465,210109
19,8,36,3465,210468
19,8,37,3464,212257
19,8,38,3464,208435
19,8,39,3465,211836
19,8,40,3464,212042
19,8,41,3463,209802
19,8,42,3462,209968
19,8,43,3464,209614
19,8,44,3465,211151
19,8,45,3463,210268
19,8,46,3466,212571
19,8,47,3465,211806
19,8,48,3466,209773
19,8,49,3465,211541
19,8,50,3463,210940
19,8,51,3462,208850
19,8,52,3462,213758
19,8,53,3465,213255
19,8,54,3465,210352
19,8,55,3466,212311
19,8,56,3464,208438
19,8,57,3466,209777
19,8,58,3464,209203
19,8,59,3466,208915
19,8,60,3466,209566
19,8,61,3466,210443
19,8,62,3464,209511
19,8,63,3466,209201
20,0,0,3491,207847
20,0,1,3491,210185
20,0,2,3490,208618
20,0,3,3490,209791
20,0,4,3489,209029
20,0,5,3489,209783
20,0,6,3490,209385
20,0,7,3489,209044
20,0,8,3489,211511
20,0,9,3489,211248
20,0,10,3489,211271
20,0,11,3487,210558
20,0,12,3491,211682
20,0,13,3489,212188
20,0,14,3491,210032
20,0,15,3488,210423
20,0,16,3491,210518
20,0,17,3490,210114
20,0,18,3491,212557
20,0,19,3490,208877
20,0,20,3490,211528
20,0,21,3491,209585
20,0,22,3491,208508
20,0,23,3491,209571
20,0,24,3488,210725
20,0,25,3490,211271
20,0,26,3489,209074
20,0,27,3490,209390
20,0,28,3490,209640
20,0,29,3489,211207
20,0,30,3490,209353
20,0,31,3485,209940
20,0,32,3488,212387
20,0,33,3490,209916
20,0,34,3489,212933
20,0,35,3487,209613
20,0,36,3487,211462
20,0,37,3487,212025
20,0,38,3490,210822
20,0,39,3489,213107
20,0,40,3490,212175
20,0,41,3489,208909
20,0,42,3488,212861
20,0,43,3488,210637
20,0,44,3490,212422
20,0,45,3490,211495
20,0,46,3487,212458
20,0,47,3490,209917
20,0,48,3486,208910
20,0,49,3485,212409
20,0,50,3483,209639
20,0,51,3490,210344
20,0,52,3487,211236
20,0,53,3490,214458
20,0,54,3488,210770
20,0,55,3488,212124
20,0,56,3490,209459
20,0,57,3491,209991
20,0,58,3489,209405
20,0,59,3490,209226
20,0,60,3489,209036
20,0,61,3490,211632
20,0,62,3488,209787
20,0,63,3490,208230
20,1,0,3425,204192
20,1,1,3425,206371
20,1,2,3425,205414
20,1,3,3425,204300
20,1,4,3424,204805
20,1,5,3425,206062
20,1,6,3424,206265
20,1,7,3423,205154
20,1,8,3422,208389
20,1,9,3424,207579
20,1,10,3424,207324
20,1,11,3423,207857
20,1,12,3424,207352
20,1,13,3424,207104
20,1,14,3425,206242
20,1,15,3424,205580
20,1,16,3424,208203
20,1,17,3425,206573
20,1,18,3424,208808
20,1,19,3425,205453
20,1,20,3425,206416
20,1,21,3423,205929
20,1,22,3425,205225
20,1,23,3425,205663
20,1,24,3422,206066
20,1,25,3422,206794
20,1,26,3423,205360
20,1,27,3425,204657
20,1,28,3424,204537
20,1,29,3423,207104
20,1,30,3424,205141
20,1,31,3425,206615
20,1,32,3423,206946
20,1,33,3424,206306
20,1,34,3421,207654
20,1,35,3422,206477
20,1,36,3425,206513
20,1,37,3423,208772
20,1,38,3424,207595
20,1,39,3424,208830
20,1,40,3421,208313
20,1,41,3422,206752
20,1,42,3423,207440
20,1,43,3425,208316
20,1,44,3424,207921
20,1,45,3425,206829
20,1,46,3423,208106
20,1,47,3423,206729
20,1,48,3424,205679
20,1,49,3422,208269
20,1,50,3423,207210
20,1,51,3424,205523
20,1,52,3424,210317
20,1,53,3423,209466
20,1,54,3425,206938
20,1,55,3424,206539
20,1,56,3424,205336
20,1,57,3424,205717
20,1,58,3423,205608
20,1,59,3424,205345
20,1,60,3422,206058
20,1,61,3423,206838
20,1,62,3424,205524
20,1,63,3425,204468
20,2,0,3481,206930
20,2,1,3482,208914
20,2,2,3481,208402
20,2,3,3482,207193
20,2,4,3481,208989
20,2,5,3482,209233
20,2,6,3482,208067
20,2,7,3482,208156
20,2,8,3478,210217
20,2,9,3481,209422
20,2,10,3481,210557
20,2,11,3481,209658
20,2,12,3482,211413
20,2,13,3481,209750
20,2,14,3481,209219
20,2,15,3481,210149
20,2,16,3480,210549
20,2,17,3481,210620
20,2,18,3480,210146
20,2,19,3482,208391
20,2,20,3478,209101
20,2,21,3480,208929
20,2,22,3482,207963
20,2,23,3481,208365
20,2,24,3480,210532
20,2,25,3480,210669
20,2,26,3480,208048
20,2,27,3481,208029
20,2,28,3481,208375
20,2,29,3482,210640
20,2,30,3481,209084
20,2,31,3481,210055
20,2,32,3481,211219
20,2,33,3481,209100
20,2,34,3479,211952
20,2,35,3478,209403
20,2,36,3479,209943
20,2,37,3480,211429
20,2,38,3481,208725
20,2,39,3478,211051
20,2,40,3481,213572
20,2,41,3480,208580
20,2,42,3481,211898
20,2,43,3480,211185
20,2,44,3481,211115
20,2,45,3481,210098
20,2,46,3480,211645
20,2,47,3480,209521
20,2,48,3482,210105
20,2,49,3479,210974
20,2,50,3482,209900
20,2,51,3481,209992
20,2,52,3479,212036
20,2,53,3480,213588
20,2,54,3480,210622
20,2,55,3482,210029
20,2,56,3481,208542
20,2,57,3481,208812
20,2,58,3479,209717
20,2,59,3482,208687
20,2,60,3481,209841
20,2,61,3481,210138
20,2,62,3482,209388
20,2,63,3482,207536
20,3,0,3537,212139
20,3,1,3537,211935
20,3,2,3536,210899
20,3,3,3536,210569
20,3,4,3535,210499
20,3,5,3536,214136
20,3,6,3536,213834
20,3,7,3534,212220
20,3,8,3534,213261
20,3,9,3536,214123
20,3,10,3537,214107
20,3,11,3534,214062
20,3,12,3535,213660
20,3,13,3537,213558
20,3,14,3536,212084
20,3,15,3535,214763
20,3,16,3533,212110
20,3,17,3536,213480
20,3,18,3536,218365
20,3,19,3537,212480
20,3,20,3535,214567
20,3,21,3536,211779
20,3,22,3536,211430
20,3,23,3536,213526
20,3,24,3534,212905
20,3,25,3534,215286
20,3,26,3537,214238
20,3,27,3537,211185
20,3,28,3537,213110
20,3,29,3535,214587
20,3,30,3537,211946
20,3,31,3536,212464
20,3,32,3533,213082
20,3,33,3534,213847
20,3,34,3535,214887
20,3,35,3536,212388
20,3,36,3534,212608
20,3,37,3537,214885
20,3,38,3531,213117
20,3,39,3537,215283
20,3,40,3537,217367
20,3,41,3532,212068
20,3,42,3535,214329
20,3,43,3536,215065
20,3,44,3533,212041
20,3,45,3535,213881
20,3,46,3536,214718
20,3,47,3532,212264
20,3,48,3536,212351
20,3,49,3533,214782
20,3,50,3537,212233
20,3,51,3536,212213
20,3,52,3533,214621
20,3,53,3536,216717
20,3,54,3537,215324
20,3,55,3535,215079
20,3,56,3537,211647
20,3,57,3537,213300
20,3,58,3537,212774
20,3,59,3536,212205
20,3,60,3537,212151
20,3,61,3534,214256
20,3,62,3535,212311
20,3,63,3536,211269
20,4,0,3522,209625
20,4,1,3522,211647
20,4,2,3521,210283
20,4,3,3522,210060
20,4,4,3522,211184
20,4,5,3521,212214
20,4,6,3519,210901
20,4,7,3521,211712
20,4,8,3518,213415
20,4,9,3520,214553
20,4,10,3518,212732
20,4,11,3519,214197
20,4,12,3519,212211
20,4,13,3519,212724
20,4,14,3520,212646
20,4,15,3521,213307
20,4,16,3522,212976
20,4,17,3520,213578
20,4,18,3520,213153
20,4,19,3521,210611
20,4,20,3522,212353
20,4,21,3521,212336
20,4,22,3522,210471
20,4,23,3522,211032
20,4,24,3520,211797
20,4,25,3519,212666
20,4,26,3521,211831
20,4,27,3522,210057
20,4,28,3521,209552
20,4,29,3520,213850
20,4,30,3521,210545
20,4,31,3520,213551
20,4,32,3521,213735
20,4,33,3521,212828
20,4,34,3521,214410
20,4,35,3519,211184
20,4,36,3520,212610
20,4,37,3518,215170
20,4,38,3521,211740
20,4,39,3522,215554
20,4,40,3522,217281
20,4,41,3520,211306
20,4,42,3520,214769
20,4,43,3519,212314
20,4,44,3520,212909
20,4,45,3521,213070
20,4,46,3519,213941
20,4,47,3519,211591
20,4,48,3519,212319
20,4,49,3516,216011
20,4,50,3522,212056
20,4,51,3521,210697
20,4,52,3521,212533
20,4,53,3521,216482
20,4,54,3520,213692
20,4,55,3521,213651
20,4,56,3522,211649
20,4,57,3519,210869
20,4,58,3521,211290
20,4,59,3521,210804
20,4,60,3522,210862
20,4,61,3521,213600
20,4,62,3520,210512
20,4,63,3520,210898
20,5,0,3423,203780
20,5,1,3423,205128
20,5,2,3423,204074
20,5,3,3423,204494
20,5,4,3423,204980
20,5,5,3422,205556
20,5,6,3421,205201
20,5,7,3423,205144
20,5,8,3422,206538
20,5,9,3423,206610
20,5,10,3422,207183
20,5,11,3421,205986
20,5,12,3422,207086
20,5,13,3423,206277
20,5,14,3422,206077
20,5,15,3422,206194
20,5,16,3419,205878
20,5,17,3422,207280
20,5,18,3423,208544
20,5,19,3421,204973
20,5,20,3422,204542
20,5,21,3421,206026
20,5,22,3423,205452
20,5,23,3421,205375
20,5,24,3423,205737
20,5,25,3420,207826
20,5,26,3423,205173
20,5,27,3423,204832
20,5,28,3423,203965
20,5,29,3420,206402
20,5,30,3423,205821
20,5,31,3423,208749
20,5,32,3421,206937
20,5,33,3422,204945
20,5,34,3421,207054
20,5,35,3421,206793
20,5,36,3423,205373
20,5,37,3420,206914
20,5,38,3423,205219
20,5,39,3422,208807
20,5,40,3422,210439
20,5,41,3421,205293
20,5,42,3422,207774
20,5,43,3423,207642
20,5,44,3422,208324
20,5,45,3423,205675
20,5,46,3422,208313
20,5,47,3422,205700
20,5,48,3423,205272
20,5,49,3421,207218
20,5,50,3423,206742
20,5,51,3422,206188
20,5,52,3423,207061
20,5,53,3421,207761
20,5,54,3422,204812
20,5,55,3422,207998
20,5,56,3423,204863
20,5,57,3422,206675
20,5,58,3423,205510
20,5,59,3421,204892
20,5,60,3423,204877
20,5,61,3422,207665
20,5,62,3423,205702
20,5,63,3423,204055
20,6,0,3351,198914
20,6,1,3351,200298
20,6,2,3351,199419
20,6,3,3351,199996
20,6,4,3350,199497
20,6,5,3350,201786
20,6,6,3350,200875
20,6,7,3349,199807
20,6,8,3348,202136
20,6,9,3350,204652
20,6,10,3351,201344
20,6,11,3351,202490
20,6,12,3351,201654
20,6,13,3350,201952
20,6,14,3350,201890
20,6,15,3348,202577
20,6,16,3351,201993
20,6,17,3347,201777
20,6,18,3350,203449
20,6,19,3350,199940
20,6,20,3348,201736
20,6,21,3350,202195
20,6,22,3351,200748
20,6,23,3350,200702
20,6,24,3350,200691
20,6,25,3350,203403
20,6,26,3350,200355
20,6,27,3350,199822
20,6,28,3351,200705
20,6,29,3347,201867
20,6,30,3351,201067
20,6,31,3350,202301
20,6,32,3349,202134
20,6,33,3349,201887
20,6,34,3350,203632
20,6,35,3350,201198
20,6,36,3350,199961
20,6,37,3349,203581
20,6,38,3350,200151
20,6,39,3350,203674
20,6,40,3351,205970
20,6,41,3348,201460
20,6,42,3349,203264
20,6,43,3349,201860
20,6,44,3351,202584
20,6,45,3349,201605
20,6,46,3349,202476
20,6,47,3351,200782
20,6,48,3348,201219
20,6,49,3350,204809
20,6,50,3349,200926
20,6,51,3350,200187
20,6,52,3350,203254
20,6,53,3348,203830
20,6,54,3351,201974
20,6,55,3350,203748
20,6,56,3350,200371
20,6,57,3350,200757
20,6,58,3349,200997
20,6,59,3350,200373
20,6,60,3348,199917
20,6,61,3347,202506
20,6,62,3351,200570
20,6,63,3351,200777
20,7,0,3354,200333
20,7,1,3354,202370
20,7,2,3354,201359
20,7,3,3354,200642
20,7,4,3353,201065
20,7,5,3352,203428
20,7,6,3353,201098
20,7,7,3354,202022
20,7,8,3353,202683
20,7,9,3353,202908
20,7,10,3354,203629
20,7,11,3349,203933
20,7,12,3351,202997
20,7,13,3352,204295
20,7,14,3353,202915
20,7,15,3353,202597
20,7,16,3352,203291
20,7,17,3353,204006
20,7,18,3353,203721
20,7,19,3353,201607
20,7,20,3351,202273
20,7,21,3353,202977
20,7,22,3353,200473
20,7,23,3354,202058
20,7,24,3354,203890
20,7,25,3353,204914
20,7,26,3354,200910
20,7,27,3353,200848
20,7,28,3354,201997
20,7,29,3353,203674
20,7,30,3353,202250
20,7,31,3353,203305
20,7,32,3352,203360
20,7,33,3351,202829
20,7,34,3354,204764
20,7,35,3351,203270
20,7,36,3351,203513
20,7,37,3350,203905
20,7,38,3352,202073
20,7,39,3354,205350
20,7,40,3351,204882
20,7,41,3351,201759
20,7,42,3354,206613
20,7,43,3353,203186
20,7,44,3353,204456
20,7,45,3353,203122
20,7,46,3352,204614
20,7,47,3352,203629
20,7,48,3352,201700
20,7,49,3353,204415
20,7,50,3353,203266
20,7,51,3352,202293
20,7,52,3351,203549
20,7,53,3347,205642
20,7,54,3352,202937
20,7,55,3352,203772
20,7,56,3354,201531
20,7,57,3354,203160
20,7,58,3353,201698
20,7,59,3353,201473
20,7,60,3353,201127
20,7,61,3354,202940
20,7,62,3352,201172
20,7,63,3354,201505
20,8,0,3429,204881
20,8,1,3428,206665
20,8,2,3429,205906
20,8,3,3428,206649
20,8,4,3428,205864
20,8,5,3428,208105
20,8,6,3428,206354
20,8,7,3427,206877
20,8,8,3428,207968
20,8,9,3425,207914
20,8,10,3427,209094
20,8,11,3425,208596
20,8,12,3428,209455
20,8,13,3427,208478
20,8,14,3428,207183
20,8,15,3424,208531
20,8,16,3424,208836
20,8,17,3429,208963
20,8,18,3427,210411
20,8,19,3429,206723
20,8,20,3424,208534
20,8,21,3428,207361
20,8,22,3428,205543
20,8,23,3428,207480
20,8,24,3425,207846
20,8,25,3425,208242
20,8,26,3427,207319
20,8,27,3429,205817
20,8,28,3427,206367
20,8,29,3428,208278
20,8,30,3428,206460
20,8,31,3427,208749
20,8,32,3425,208315
20,8,33,3427,207842
20,8,34,3427,210059
20,8,35,3428,207174
20,8,36,3428,207389
20,8,37,3426,208405
20,8,38,3427,207676
20,8,39,3428,210681
20,8,40,3428,208607
20,8,41,3427,207257
20,8,42,3429,209589
20,8,43,3427,209560
20,8,44,3425,208555
20,8,45,3425,208591
20,8,46,3429,210216
20,8,47,3428,207369
20,8,48,3426,208184
20,8,49,3425,208921
20,8,50,3427,206833
20,8,51,3428,208137
20,8,52,3428,209490
20,8,53,3429,210640
20,8,54,3427,208729
20,8,55,3427,208940
20,8,56,3428,206416
20,8,57,3427,207770
20,8,58,3428,207530
20,8,59,3427,206262
20,8,60,3429,207024
20,8,61,3427,208738
20,8,62,3428,205948
20,8,63,3429,206795
21,0,0,3449,204919
21,0,1,3448,206408
21,0,2,3447,206173
21,0,3,3448,205408
21,0,4,3446,205548
21,0,5,3448,207012
21,0,6,3449,207238
21,0,7,3448,206137
21,0,8,3448,209182
21,0,9,3442,206936
21,0,10,3448,207769
21,0,11,3445,208264
21,0,12,3446,208797
21,0,13,3443,209351
21,0,14,3449,207641
21,0,15,3446,207157
21,0,16,3445,208930
21,0,17,3444,207603
21,0,18,3446,209801
21,0,19,3447,206389
21,0,20,3449,207845
21,0,21,3449,206033
21,0,22,3448,206567
21,0,23,3447,206776
21,0,24,3447,209372
21,0,25,3448,208541
21,0,26,3449,206140
21,0,27,3449,205992
21,0,28,3448,206010
21,0,29,3446,208796
21,0,30,3447,207190
21,0,31,3448,208565
21,0,32,3445,207959
21,0,33,3448,207540
21,0,34,3448,209070
21,0,35,3445,207141
21,0,36,3446,207604
21,0,37,3446,209415
21,0,38,3449,207647
21,0,39,3444,208780
21,0,40,3448,210430
21,0,41,3449,206442
21,0,42,3448,213012
21,0,43,3447,207438
21,0,44,3448,208249
21,0,45,3448,209691
21,0,46,3444,211052
21,0,47,3447,206956
21,0,48,3448,208017
21,0,49,3443,208723
21,0,50,3447,207664
21,0,51,3449,206739
21,0,52,3448,209548
21,0,53,3446,210590
21,0,54,3445,207700
21,0,55,3448,207307
21,0,56,3448,206727
21,0,57,3448,207344
21,0,58,3447,207360
21,0,59,3447,206445
21,0,60,3448,206445
21,0,61,3445,207804
21,0,62,3448,205965
21,0,63,3449,206059
21,1,0,3576,213602
21,1,1,3576,214474
21,1,2,3574,213266
21,1,3,3576,213723
21,1,4,3575,214932
21,1,5,3574,214988
21,1,6,3575,215242
21,1,7,3576,214442
21,1,8,3573,216696
21,1,9,3575,216717
21,1,10,3575,217136
21,1,11,3572,216040
21,1,12,3573,215495
21,1,13,3574,217874
21,1,14,3574,214865
21,1,15,3573,216411
21,1,16,3574,217416
21,1,17,3570,215762
21,1,18,3573,217083
21,1,19,3576,214879
21,1,20,3575,215903
21,1,21,3575,214689
21,1,22,3575,214061
21,1,23,3576,215562
21,1,24,3575,214665
21,1,25,3575,217961
21,1,26,3575,214958
21,1,27,3576,213973
21,1,28,3575,214401
21,1,29,3573,216439
21,1,30,3576,215155
21,1,31,3573,216316
21,1,32,3573,217882
21,1,33,3574,215335
21,1,34,3574,217349
21,1,35,3575,214386
21,1,36,3574,215280
21,1,37,3574,217384
21,1,38,3573,214987
21,1,39,3574,217410
21,1,40,3575,217699
21,1,41,3574,216662
21,1,42,3575,216391
21,1,43,3576,216389
21,1,44,3572,218567
21,1,45,3575,215308
21,1,46,3575,217672
21,1,47,3575,215324
21,1,48,3575,215667
21,1,49,3573,216480
21,1,50,3571,214456
21,1,51,3575,214909
21,1,52,3574,216950
21,1,53,3572,217680
21,1,54,3576,216778
21,1,55,3573,217795
21,1,56,3574,214932
21,1,57,3576,215006
21,1,58,3575,214738
21,1,59,3574,215188
21,1,60,3576,215679
21,1,61,3574,217956
21,1,62,3574,214506
21,1,63,3575,214684
21,2,0,3419,206493
21,2,1,3419,204839
21,2,2,3416,203202
21,2,3,3419,203594
21,2,4,3418,204316
21,2,5,3415,210059
21,2,6,3417,205567
21,2,7,3415,204976
21,2,8,3417,206505
21,2,9,3417,207208
21,2,10,3417,206667
21,2,11,3416,206776
21,2,12,3414,205890
21,2,13,3417,206694
21,2,14,3418,205200
21,2,15,3417,206121
21,2,16,3416,205640
21,2,17,3413,204738
21,2,18,3418,207630
21,2,19,3417,204763
21,2,20,3419,207446
21,2,21,3418,204709
21,2,22,3419,204399
21,2,23,3417,204467
21,2,24,3417,204813
21,2,25,3418,208691
21,2,26,3419,205671
21,2,27,3416,203472
21,2,28,3418,204475
21,2,29,3419,206651
21,2,30,3417,205061
21,2,31,3416,205172
21,2,32,3418,206388
21,2,33,3419,208506
21,2,34,3414,208435
21,2,35,3418,204856
21,2,36,3419,204638
21,2,37,3415,207351
21,2,38,3419,204979
21,2,39,3416,207314
21,2,40,3415,209857
21,2,41,3418,205249
21,2,42,3416,207572
21,2,43,3416,207776
21,2,44,3419,206296
21,2,45,3415,205493
21,2,46,3417,206377
21,2,47,3418,204831
21,2,48,3417,206139
21,2,49,3413,207300
21,2,50,3416,204902
21,2,51,3419,205619
21,2,52,3418,208230
21,2,53,3416,210087
21,2,54,3416,208222
21,2,55,3417,209241
21,2,56,3418,204063
21,2,57,3417,207063
21,2,58,3418,205123
21,2,59,3418,205240
21,2,60,3419,205045
21,2,61,3418,206726
21,2,62,3416,204589
21,2,63,3417,203167
21,3,0,3431,205551
21,3,1,3430,208376
21,3,2,3432,205035
21,3,3,3430,204706
21,3,4,3431,205657
21,3,5,3432,209035
21,3,6,3432,205292
21,3,7,3429,205480
21,3,8,3428,206952
21,3,9,3429,207656
21,3,10,3431,206736
21,3,11,3432,207862
21,3,12,3431,208360
21,3,13,3432,209503
21,3,14,3432,206966
21,3,15,3431,206948
21,3,16,3430,208030
21,3,17,3432,208596
21,3,18,3431,209370
21,3,19,3432,205822
21,3,20,3432,206624
21,3,21,3432,205610
21,3,22,3430,205432
21,3,23,3431,206308
21,3,24,3430,206767
21,3,25,3431,209714
21,3,26,3431,206295
21,3,27,3431,205584
21,3,28,3431,206156
21,3,29,3430,207601
21,3,30,3432,205312
21,3,31,3428,205956
21,3,32,3429,208371
21,3,33,3432,206919
21,3,34,3430,209322
21,3,35,3430,206358
21,3,36,3431,206544
21,3,37,3431,209308
21,3,38,3429,206515
21,3,39,3430,209765
21,3,40,3431,212168
21,3,41,3432,205728
21,3,42,3432,209568
21,3,43,3432,207942
21,3,44,3431,206163
21,3,45,3432,207442
21,3,46,3429,207480
21,3,47,3429,206811
21,3,48,3431,207111
21,3,49,3432,211016
21,3,50,3431,206749
21,3,51,3431,206746
21,3,52,3429,207509
21,3,53,3429,209746
21,3,54,3431,208766
21,3,55,3431,209361
21,3,56,3431,205486
21,3,57,3432,206817
21,3,58,3432,206169
21,3,59,3430,205264
21,3,60,3431,205695
21,3,61,3431,209013
21,3,62,3432,205545
21,3,63,3431,204641
21,4,0,3491,207571
21,4,1,3490,209768
21,4,2,3491,208397
21,4,3,3490,207509
21,4,4,3488,208755
21,4,5,3488,211244
21,4,6,3489,209307
21,4,7,3490,209424
21,4,8,3488,210506
21,4,9,3487,211757
21,4,10,3490,210987
21,4,11,3490,209638
21,4,12,3490,211537
21,4,13,3488,211681
21,4,14,3490,211274
21,4,15,3490,209834
21,4,16,3491,210973
21,4,17,3488,211377
21,4,18,3491,213100
21,4,19,3490,208764
21,4,20,3489,209428
21,4,21,3489,209953
21,4,22,3490,209347
21,4,23,3489,209927
21,4,24,3489,210614
21,4,25,3489,212013
21,4,26,3489,208733
21,4,27,3491,208922
21,4,28,3491,209113
21,4,29,3489,212437
21,4,30,3488,208605
21,4,31,3488,212263
21,4,32,3490,211335
21,4,33,3488,210292
21,4,34,3490,212963
21,4,35,3491,209916
21,4,36,3490,210051
21,4,37,3490,212458
21,4,38,3488,208534
21,4,39,3489,212804
21,4,40,3489,213975
21,4,41,3490,209684
21,4,42,3485,211983
21,4,43,3490,211293
21,4,44,3489,210106
21,4,45,3490,210064
21,4,46,3490,211268
21,4,47,3491,210444
21,4,48,3488,209292
21,4,49,3488,211340
21,4,50,3489,209732
21,4,51,3490,209932
21,4,52,3491,211590
21,4,53,3489,214785
21,4,54,3487,210610
21,4,55,3490,211570
21,4,56,3490,209533
21,4,57,3489,210036
21,4,58,3491,209244
21,4,59,3490,209844
21,4,60,3491,209597
21,4,61,3488,212357
21,4,62,3488,210965
21,4,63,3490,208701
21,5,0,3581,212991
21,5,1,3581,215397
21,5,2,3581,213448
21,5,3,3580,213217
21,5,4,3581,213667
21,5,5,3580,216478
21,5,6,3579,214999
21,5,7,3581,214449
21,5,8,3578,215915
21,5,9,3578,219159
21,5,10,3578,215633
21,5,11,3581,216443
21,5,12,3578,215760
21,5,13,3580,215924
21,5,14,3581,214299
21,5,15,3578,215559
21,5,16,3580,215959
21,5,17,3579,216218
21,5,18,3579,217168
21,5,19,3581,214257
21,5,20,3580,215035
21,5,21,3580,215729
21,5,22,3580,213467
21,5,23,3581,214220
21,5,24,3581,215697
21,5,25,3581,217438
21,5,26,3580,214614
21,5,27,3581,213352
21,5,28,3581,215380
21,5,29,3579,216811
21,5,30,3581,215020
21,5,31,3580,217934
21,5,32,3579,215606
21,5,33,3581,215334
21,5,34,3579,218201
21,5,35,3580,214827
21,5,36,3580,215511
21,5,37,3577,217522
21,5,38,3581,215515
21,5,39,3581,217028
21,5,40,3581,220501
21,5,41,3580,215410
21,5,42,3580,217175
21,5,43,3579,216949
21,5,44,3579,215753
21,5,45,3579,216170
21,5,46,3579,218147
21,5,47,3578,215289
21,5,48,3581,216061
21,5,49,3580,219397
21,5,50,3578,214271
21,5,51,3579,216091
21,5,52,3577,217781
21,5,53,3577,218000
21,5,54,3580,215344
21,5,55,3580,217222
21,5,56,3581,214541
21,5,57,3581,215513
21,5,58,3579,215618
21,5,59,3580,213327
21,5,60,3579,214381
21,5,61,3580,216152
21,5,62,3578,214536
21,5,63,3581,214415
21,6,0,3534,210274
21,6,1,3534,213552
21,6,2,3534,211197
21,6,3,3532,210556
21,6,4,3532,211383
21,6,5,3534,214424
21,6,6,3529,212798
21,6,7,3534,211027
21,6,8,3530,213598
21,6,9,3532,213754
21,6,10,3534,213165
21,6,11,3533,214336
21,6,12,3533,213045
21,6,13,3533,214056
21,6,14,3533,212688
21,6,15,3530,212944
21,6,16,3531,214051
21,6,17,3532,212798
21,6,18,3534,214543
21,6,19,3534,212288
21,6,20,3532,213605
21,6,21,3533,212280
21,6,22,3534,211322
21,6,23,3532,211773
21,6,24,3534,213106
21,6,25,3531,214424
21,6,26,3534,211767
21,6,27,3533,211001
21,6,28,3532,212578
21,6,29,3530,213376
21,6,30,3533,212697
21,6,31,3531,215445
21,6,32,3533,214105
21,6,33,3533,213582
21,6,34,3533,217122
21,6,35,3534,214048
21,6,36,3533,213306
21,6,37,3531,214354
21,6,38,3533,211883
21,6,39,3532,215786
21,6,40,3533,216868
21,6,41,3533,212358
21,6,42,3532,215678
21,6,43,3531,213714
21,6,44,3532,213508
21,6,45,3531,214131
21,6,46,3534,214563
21,6,47,3531,215588
21,6,48,3532,213099
21,6,49,3532,214850
21,6,50,3530,214531
21,6,51,3534,213014
21,6,52,3532,214496
21,6,53,3530,216901
21,6,54,3534,212417
21,6,55,3532,215016
21,6,56,3533,211555
21,6,57,3533,213331
21,6,58,3533,212807
21,6,59,3533,210907
21,6,60,3532,212654
21,6,61,3533,214010
21,6,62,3534,210876
21,6,63,3534,210694
21,7,0,3427,204724
21,7,1,3426,206410
21,7,2,3427,204458
21,7,3,3427,206563
21,7,4,3427,206102
21,7,5,3427,207558
21,7,6,3426,205742
21,7,7,3427,206869
21,7,8,3424,207751
21,7,9,3424,207573
21,7,10,3423,209064
21,7,11,3426,207747
21,7,12,3427,209011
21,7,13,3423,209057
21,7,14,3426,206938
21,7,15,3426,206022
21,7,16,3421,207430
21,7,17,3424,207994
21,7,18,3425,209584
21,7,19,3426,205983
21,7,20,3424,207779
21,7,21,3426,207730
21,7,22,3427,205854
21,7,23,3422,206028
21,7,24,3427,207653
21,7,25,3427,208873
21,7,26,3427,205844
21,7,27,3427,205066
21,7,28,3424,205760
21,7,29,3426,208438
21,7,30,3427,205729
21,7,31,3426,207287
21,7,32,3426,208207
21,7,33,3426,206806
21,7,34,3425,209599
21,7,35,3426,206066
21,7,36,3426,205845
21,7,37,3424,208652
21,7,38,3426,205849
21,7,39,3425,208266
21,7,40,3426,209506
21,7,41,3427,206153
21,7,42,3427,208844
21,7,43,3425,208520
21,7,44,3423,207443
21,7,45,3424,207510
21,7,46,3426,208471
21,7,47,3426,207203
21,7,48,3425,207133
21,7,49,3424,207302
21,7,50,3425,206217
21,7,51,3425,206206
21,7,52,3422,206989
21,7,53,3424,209795
21,7,54,3424,206406
21,7,55,3427,208859
21,7,56,3427,206174
