victim_set,victim_line,probe_set,count,sum_probe_time
1,0,44,1276,263952
1,0,45,1276,164714
1,0,46,1275,263998
1,0,47,1275,165062
1,0,48,1276,263424
1,0,49,1276,164994
1,0,50,1276,164962
1,0,51,1276,164592
1,0,52,1276,164952
1,0,53,1276,165074
1,0,54,1276,169010
1,0,55,1276,165374
1,0,56,1276,164770
1,0,57,1276,164694
1,0,58,1276,164966
1,0,59,1276,165242
1,0,60,1276,164916
1,0,61,1276,164634
1,0,62,1276,284946
1,0,63,1276,267406
1,1,0,1223,250750
1,1,1,1222,251384
1,1,2,1223,251310
1,1,3,1223,232894
1,1,4,1222,220940
1,1,5,1223,218238
1,1,6,1223,215444
1,1,7,1223,217414
1,1,8,1223,219416
1,1,9,1223,167568
1,1,10,1223,167734
1,1,11,1223,157402
1,1,12,1223,157492
1,1,13,1222,157168
1,1,14,1223,157170
1,1,15,1223,157750
1,1,16,1223,251362
1,1,17,1223,158068
1,1,18,1223,157152
1,1,19,1222,157088
1,1,20,1223,157796
1,1,21,1223,158838
1,1,22,1223,157980
1,1,23,1223,158016
1,1,24,1223,157804
1,1,25,1223,157766
1,1,26,1222,256018
1,1,27,1222,250208
1,1,28,1223,157138
1,1,29,1223,255614
1,1,30,1222,158756
1,1,31,1223,158092
1,1,32,1223,157326
1,1,33,1223,156942
1,1,34,1223,157826
1,1,35,1223,157774
1,1,36,1223,157290
1,1,37,1223,157134
1,1,38,1223,156918
1,1,39,1223,158396
1,1,40,1223,157508
1,1,41,1223,162810
1,1,42,1223,157266
1,1,43,1223,157056
1,1,44,1223,162686
1,1,45,1223,157418
1,1,46,1223,251098
1,1,47,1223,157424
1,1,48,1222,160922
1,1,49,1223,248274
1,1,50,1222,251682
1,1,51,1223,252392
1,1,52,1223,253834
1,1,53,1223,252596
1,1,54,1223,252628
1,1,55,1221,251664
1,1,56,1221,251686
1,1,57,1223,157416
1,1,58,1223,157924
1,1,59,1223,157748
1,1,60,1223,157042
1,1,61,1223,157600
1,1,62,1223,276466
1,1,63,1223,255984
1,2,0,1221,251380
1,2,1,1222,251936
1,2,2,1222,251742
1,2,3,1222,231622
1,2,4,1222,221826
1,2,5,1222,221140
1,2,6,1222,218182
1,2,7,1222,216868
1,2,8,1222,216730
1,2,9,1222,167294
1,2,10,1222,168102
1,2,11,1222,157594
1,2,12,1222,157240
1,2,13,1222,157406
1,2,14,1222,157362
1,2,15,1222,157280
1,2,16,1221,251172
1,2,17,1222,157862
1,2,18,1222,157168
1,2,19,1222,157328
1,2,20,1222,157578
1,2,21,1222,161358
1,2,22,1222,158256
1,2,23,1222,157762
1,2,24,1222,157790
1,2,25,1222,157590
1,2,26,1221,255960
1,2,27,1222,250798
1,2,28,1222,157380
1,2,29,1222,251592
1,2,30,1222,161028
1,2,31,1222,157928
1,2,32,1222,157322
1,2,33,1222,157130
1,2,34,1222,158202
1,2,35,1222,157926
1,2,36,1222,158004
1,2,37,1222,157304
1,2,38,1222,157116
1,2,39,1222,158532
1,2,40,1222,157528
1,2,41,1222,163214
1,2,42,1222,157450
1,2,43,1222,157382
1,2,44,1222,162272
1,2,45,1222,157550
1,2,46,1222,251722
1,2,47,1222,158288
1,2,48,1222,161678
1,2,49,1222,158192
1,2,50,1222,157296
1,2,51,1222,157612
1,2,52,1221,157170
1,2,53,1222,157760
1,2,54,1222,163432
1,2,55,1221,158274
1,2,56,1222,157042
1,2,57,1222,248348
1,2,58,1222,252296
1,2,59,1221,251652
1,2,60,1222,252230
1,2,61,1222,252100
1,2,62,1222,273138
1,2,63,1222,257430
1,3,0,1220,248194
1,3,1,1221,253446
1,3,2,1221,257166
1,3,3,1221,251640
1,3,4,1221,251828
1,3,5,1221,251718
1,3,6,1221,251908
1,3,7,1221,251086
1,3,8,1221,252288
1,3,9,1221,165822
1,3,10,1221,170582
1,3,11,1221,157424
1,3,12,1221,157214
1,3,13,1221,157370
1,3,14,1221,157084
1,3,15,1221,157896
1,3,16,1221,251384
1,3,17,1221,157690
1,3,18,1220,157148
1,3,19,1221,157248
1,3,20,1221,157324
1,3,21,1221,160286
1,3,22,1221,157678
1,3,23,1221,157330
1,3,24,1221,157368
1,3,25,1221,157784
1,3,26,1221,256056
1,3,27,1220,250000
1,3,28,1221,157198
1,3,29,1221,251024
1,3,30,1221,160058
1,3,31,1221,157436
1,3,32,1221,157146
1,3,33,1221,156866
1,3,34,1221,159362
1,3,35,1221,157672
1,3,36,1221,157846
1,3,37,1221,157146
1,3,38,1221,157190
1,3,39,1221,158114
1,3,40,1221,157310
1,3,41,1221,160346
1,3,42,1221,157076
1,3,43,1221,200912
1,3,44,1221,157742
1,3,45,1221,157532
1,3,46,1221,250974
1,3,47,1221,157900
1,3,48,1221,157274
1,3,49,1221,157498
1,3,50,1221,202848
1,3,51,1221,160044
1,3,52,1221,157214
1,3,53,1221,157296
1,3,54,1221,160424
1,3,55,1220,157500
1,3,56,1221,156950
1,3,57,1221,157114
1,3,58,1221,158030
1,3,59,1221,156982
1,3,60,1221,157036
1,3,61,1221,157138
1,3,62,1221,272284
1,3,63,1221,255902
1,4,0,1192,242508
1,4,1,1192,247508
1,4,2,1192,245594
1,4,3,1192,215518
1,4,4,1192,215136
1,4,5,1192,211556
1,4,6,1192,211026
1,4,7,1192,210848
1,4,8,1192,213554
1,4,9,1192,242076
1,4,10,1192,167626
1,4,11,1192,246282
1,4,12,1191,247760
1,4,13,1192,246294
1,4,14,1192,246284
1,4,15,1192,244980
1,4,16,1191,245670
1,4,17,1192,154022
1,4,18,1192,153998
1,4,19,1192,165664
1,4,20,1192,153988
1,4,21,1192,158482
1,4,22,1192,154070
1,4,23,1192,154040
1,4,24,1192,154140
1,4,25,1192,154012
1,4,26,1192,245438
1,4,27,1191,244342
1,4,28,1192,154190
1,4,29,1192,245378
1,4,30,1192,164636
1,4,31,1192,154090
1,4,32,1192,153768
1,4,33,1191,153768
1,4,34,1192,154128
1,4,35,1192,154132
1,4,36,1192,154956
1,4,37,1192,153932
1,4,38,1192,153994
1,4,39,1192,154256
1,4,40,1192,153778
1,4,41,1192,159036
1,4,42,1192,153550
1,4,43,1192,153832
1,4,44,1192,155602
1,4,45,1192,154068
1,4,46,1192,245286
1,4,47,1192,154080
1,4,48,1192,155578
1,4,49,1192,153934
1,4,50,1192,153804
1,4,51,1192,158372
1,4,52,1192,153690
1,4,53,1192,153708
1,4,54,1192,159122
1,4,55,1192,154450
1,4,56,1192,153602
1,4,57,1192,153780
1,4,58,1191,153884
1,4,59,1192,153824
1,4,60,1192,153920
1,4,61,1192,154018
1,4,62,1192,266392
